DSM SFH,Population,Stock,PpD,Stock change,Inflow,Outflow
1600,4084715.1251066555,160152.89273330162,4.704169015341736,,,
1601,4110000.0000000005,158578.07944506474,4.704169015341735,,,
1602,4135284.8748933454,156993.6127635091,4.704169015341735,,,
1603,4162227.312340017,155419.2886683537,4.704169015341734,,,
1604,4190827.3123400174,153855.0779752516,4.704169015341734,,,
1605,4221084.874893345,152300.95140928365,4.7041690153417335,,,
1606,4253000.0,150756.87960521955,4.704169015341733,,,
1607,4286572.687659984,149222.8331078952,4.704169015341733,,,
1608,4321802.937873295,147698.78237277648,4.704169015341732,,,
1609,4357833.188086607,146184.6977666328,4.704169015341731,,,
1610,4389518.062979951,144680.54956839333,4.70416901534173,,,
1611,4416000.0,143186.30797016178,4.704169015341729,,,
1612,4437278.999146756,141701.94307838994,4.704169015341727,,,
1613,4453355.060420216,140227.42491523884,4.704169015341726,,,
1614,4465813.559140349,138762.7234201136,4.704169015341725,,,
1615,4484166.747226955,137307.80845138835,4.704169015341723,,,
1616,4510000.0,135862.64978833374,4.704169015341722,,,
1617,4543313.317459486,134427.21713322707,4.704169015341719,,,
1618,4584106.699605409,133001.48011369497,4.7041690153417175,,,
1619,4630045.4570713,131585.40828525624,4.704169015341715,,,
1620,4667121.453658322,130178.97113410477,4.704169015341712,,,
1621,4693000.0,128782.1380800925,4.7041690153417095,,,
1622,4707681.096096337,127394.87848000153,4.704169015341707,,,
1623,4711164.741947328,126017.16163101133,4.704169015341703,,,
1624,4706073.698431848,124648.95677447297,4.704169015341699,,,
1625,4708144.530823116,123290.23309990326,4.704169015341695,,,
1626,4720000.0,121940.95974928432,4.70416901534169,,,
1627,4741640.105962503,120601.1058216396,4.7041690153416855,,,
1628,4773064.848710621,119270.64037789142,4.704169015341679,,,
1629,4812952.35233761,117949.53244603837,4.704169015341673,,,
1630,4853371.361402987,116637.75102662733,4.704169015341666,,,
1631,4893000.0,115335.26509856513,4.704169015341658,,,
1632,4931838.268128657,114042.04362525193,4.70416901534165,,,
1633,4969886.16578895,112758.05556105723,4.70416901534164,,,
1634,5006292.187542498,111483.26985816618,4.70416901534163,,,
1635,5035947.300758978,110217.65547376983,4.704169015341618,,,
1636,5058000.0,108961.18137765223,4.704169015341606,,,
1637,5072450.285265569,107713.81656015116,4.704169015341591,,,
1638,5079298.156555679,106475.53004053968,4.704169015341575,,,
1639,5080054.522407404,105246.2908757953,4.7041690153415585,,,
1640,5083784.834043155,104026.06816982305,4.704169015341539,,,
1641,5092000.0,102814.83108310528,4.7041690153415185,,,
1642,5104700.020277941,101612.5488427909,4.704169015341495,,,
1643,5121884.894876973,100419.1907532938,4.70416901534147,,,
1644,5142620.678013075,99234.72620731218,4.704169015341441,,,
1645,5161303.694982095,98059.12469740542,4.704169015341409,,,
1646,5177000.0,96892.35582803073,4.704169015341375,,,
1647,5189709.593066797,95734.38932813946,4.7041690153413365,,,
1648,5199432.474182479,94585.19506429833,4.704169015341294,,,
1649,5206861.4095141385,93444.74305436575,4.704169015341247,,,
1650,5216152.996064285,92313.0034817464,4.704169015341195,,,
1651,5228000.0,91189.94671023959,4.7041690153411375,,,
1652,5242402.421321291,90075.54329948295,4.7041690153410745,,,
1653,5259360.26002815,88969.76402103045,4.704169015341004,,,
1654,5277090.864902095,87872.5798750612,4.704169015340927,,,
1655,5284898.328632209,86783.96210776303,4.704169015340842,,,
1656,5281000.0,85703.88222937584,4.704169015340748,,,
1657,5265395.879005472,84632.31203295273,4.704169015340643,,,
1658,5238085.965648621,83569.22361381841,4.704169015340527,,,
1659,5201273.401073286,82514.58938977384,4.7041690153404,,,
1660,5168177.032142469,81468.38212206401,4.704169015340259,,,
1661,5141000.0,80430.57493711723,4.704169015340104,,,
1662,5119742.304645882,79401.14134906654,4.704169015339931,,,
1663,5104403.946080113,78380.05528313274,4.704169015339741,,,
1664,5093908.728658179,77367.29109980806,4.704169015339532,,,
1665,5081799.478512982,76362.82361992638,4.704169015339299,,,
1666,5067000.0,75366.62815062047,4.704169015339042,,,
1667,5049510.29311924,74378.6805121958,4.704169015338759,,,
1668,5029330.357870695,73398.95706591086,4.7041690153384454,,,
1669,5007674.226977635,72427.43474276399,4.704169015338099,,,
1670,4991826.096779651,71464.09107323519,4.704169015337715,,,
1671,4983000.0,70508.9042180364,4.704169015337293,,,
1672,4981195.936638689,69561.85299992454,4.7041690153368245,,,
1673,4986413.906695712,68622.9169365481,4.704169015336308,,,
1674,4997005.909476003,67692.07627440126,4.7041690153357365,,,
1675,5003083.940809124,66769.3120239017,4.704169015335105,,,
1676,5003000.0,65854.6059955929,4.704169015334408,,,
1677,4996754.087048637,64947.940837545524,4.704169015333637,,,
1678,4984346.201955027,64049.30007395044,4.704169015332784,,,
1679,4966570.316166347,63158.668144942814,4.704169015331843,,,
1680,4948190.258365615,62276.03044769312,4.704169015330802,,,
1681,4930000.0,61401.373378804325,4.704169015329651,,,
1682,4911999.541069505,60534.68437801447,4.70416901532838,,,
1683,4894188.881574126,59675.951973277886,4.704169015326975,,,
1684,4877492.193525918,58825.165827218014,4.704169015325422,,,
1685,4867454.5089971945,57982.31678502262,4.704169015323706,,,
1686,4865000.0,57147.39692377782,4.704169015321809,,,
1687,4870128.666534343,56320.39960330343,4.704169015319713,,,
1688,4882840.508600216,55501.31951851761,4.7041690153173965,,,
1689,4901716.522678143,54690.152753347655,4.704169015314836,,,
1690,4918242.687651233,53886.89683624996,4.704169015312007,,,
1691,4931000.0,53091.55079737691,4.70416901530888,,,
1692,4939988.45972445,52304.11522735361,4.704169015305424,,,
1693,4945208.066824576,51524.5923378489,4.704169015301605,,,
1694,4947608.670405221,50752.986023807236,4.704169015297383,,,
1695,4952889.365095419,49989.301927537235,4.7041690152927185,,,
1696,4962000.0,49233.54750455284,4.704169015287563,,,
1697,4974940.575118973,48485.73209133367,4.704169015281865,,,
1698,4991711.09045233,47745.86697495601,4.704169015275568,,,
1699,5012031.454890528,47013.96546466591,4.704169015268608,,,
1700,5034221.121776269,46290.042965452165,4.704169015260917,,,
1701,5058000.0,45574.1170536237,4.7041690152524165,,,
1702,5083368.089561727,44866.207554461886,4.704169015243022,,,
1703,5110325.390461443,44166.33662198575,4.70416901523264,,,
1704,5138122.60025161,43474.52882086556,4.704169015221166,,,
1705,5162263.904246978,42790.81121051539,4.704169015208485,,,
1706,5182000.0,42115.21343145443,4.704169015194471,,,
1707,5197330.887510681,41447.767793904444,4.704169015178983,,,
1708,5208256.566779015,40788.50936877716,4.704169015161865,,,
1709,5215392.943599807,40137.47608095741,4.704169015142948,,,
1710,5222435.452741871,39494.7088050643,4.704169015122041,,,
1711,5230000.0,38860.251463647284,4.704169015098935,,,
1712,5238086.585374203,38234.15112787631,4.704169015073399,,,
1713,5246695.208864472,37616.45812081595,4.704169015045177,,,
1714,5255839.738149544,37007.22612326909,4.704169015013987,,,
1715,5265603.379301811,36406.51228227502,4.7041690149795174,,,
1716,5276000.0,35814.37732230692,4.704169014941422,,,
1717,5287029.600244116,35230.88565921399,4.70416901489932,,,
1718,5298692.180034154,34656.10551690453,4.70416901485279,,,
1719,5311488.627502926,34090.10904690664,4.704169014801367,,,
1720,5328424.271447273,33532.972450795976,4.704169014744536,,,
1721,5350000.0,32984.77610552767,4.704169014681727,,,
1722,5376215.8131611105,32445.604691769433,4.7041690146123125,,,
1723,5407071.710930601,31915.54732521931,4.704169014535599,,,
1724,5439468.496832898,31394.697691021967,4.704169014450816,,,
1725,5454810.992014558,30883.154181258968,4.704169014357117,,,
1726,5450000.0,30381.02003563041,4.704169014253563,,,
1727,5425035.52078923,29888.403485306255,4.704169014139119,,,
1728,5379917.554382242,29405.41790003407,4.7041690140126375,,,
1729,5320220.391499683,28932.181938565278,4.704169013872854,,,
1730,5279389.776465389,28468.819702365494,4.704169013718371,,,
1731,5263000.0,28015.460892739207,4.70416901354764,,,
1732,5271051.062103519,27572.240971359082,4.704169013358952,,,
1733,5303542.962775942,27139.301324277614,4.704169013150421,,,
1734,5356569.154169006,26716.789429413053,4.704169012919958,,,
1735,5406690.349193117,26304.859027612445,4.704169012665257,,,
1736,5450000.0,25903.670297266497,4.704169012383768,,,
1737,5486498.106589665,25513.390032578496,4.704169012072676,,,
1738,5516184.668962103,25134.191825459515,4.704169011728865,,,
1739,5539524.683486277,24766.25625115258,4.704169011348896,,,
1740,5559308.128375926,24409.77105755086,4.704169010928965,,,
1741,5576000.0,24064.931358310616,4.704169010464869,,,
1742,5589600.298358507,23731.939829746167,4.704169009951964,,,
1743,5600109.023451442,23411.00691152053,4.704169009385117,,,
1744,5608402.744913332,23102.35101123814,4.704169008758653,,,
1745,5619740.880551346,22806.198712888778,4.704169008066304,,,
1746,5635000.0,22522.784989163447,4.7041690073011395,,,
1747,5654180.103259304,22252.353417766113,4.704169006455502,,,
1748,5677281.19032925,21995.15640159454,4.704169005520929,,,
1749,5704378.847033726,21751.455392914962,4.704169004488065,,,
1750,5735926.588316017,21521.521121520793,4.704169003346574,,,
1751,5772000.0,21305.633826845242,4.704169002085031,,,
1752,5812599.08208568,21104.083494105205,4.704169000690811,,,
1753,5857723.834573053,20917.170094409033,4.704168999149959,,,
1754,5906284.172884307,20745.203828899244,4.704168997447055,,,
1755,5951739.589552563,20588.50537689187,4.7041689955650545,,,
1756,5993000.0,20447.406147977174,4.704168993485123,,,
1757,6030065.404226625,20322.248538171396,4.704168991186442,,,
1758,6062935.802232429,20213.386190014866,4.704168988646008,,,
1759,6092036.115660423,20121.184256626875,4.704168985838393,,,
1760,6119915.874368615,20046.01966971556,4.704168982735499,,,
1761,6147000.0,19988.281411524473,4.704168979306271,,,
1762,6173288.4925545845,19948.370790632966,4.704168975516388,,,
1763,6198781.3520323625,19926.70172165185,4.704168971327919,,,
1764,6223739.133153143,19923.701008727974,4.704168966698945,,,
1765,6249725.164235757,19939.808632784087,4.704168961583138,,,
1766,6277000.0,19975.478042574403,4.704168955929296,,,
1767,6305563.640445879,20031.17644932447,4.704168949680835,,,
1768,6335416.08557339,20107.385125027093,4.704168942775218,,,
1769,6367169.085420707,20204.599704294098,4.70416893514333,,,
1770,6404493.140216855,20323.330489653286,4.704168926708791,,,
1771,6448000.0,20464.1027602558,4.704168917387182,,,
1772,6497689.664770147,20627.457083907182,4.7041689070852115,,,
1773,6553562.13452729,20813.949632306772,4.704168895699774,,,
1774,6614886.354322606,21024.15249939448,4.704168883116919,,,
1775,6677275.9944631215,21258.65402272444,4.704168869210714,,,
1776,6740000.0,21518.059107749683,4.704168853841981,,,
1777,6803058.3709332505,21802.989554880438,4.704168836856905,,,
1778,6866451.107262864,22114.084389144795,4.704168818085493,,,
1779,6929512.788643651,22452.00019246195,4.704168797339874,,,
1780,6988250.89300443,22817.411438181327,4.70416877441242,,,
1781,7042000.0,23211.010827880305,4.7041687490736654,,,
1782,7090760.109630367,23633.509630225224,4.704168721070011,,,
1783,7134531.221895525,24085.638021664505,4.704168690121187,,,
1784,7175436.913815488,24568.14542886816,4.7041686559174485,,,
1785,7226218.647510312,25081.8008726292,4.704168618116472,,,
1786,7289000.0,25627.39331308732,4.704168576339934,,,
1787,7363780.971284559,26205.73199606106,4.704168530169721,,,
1788,7450561.561363982,26817.6468002445,4.704168479143746,,,
1789,7547625.728463418,27463.988585032934,4.704168422751326,,,
1790,7644677.221933711,28145.629538769575,4.704168360428065,,,
1791,7740000.0,28863.463527157626,4.704168291550215,,,
1792,7833594.06266229,29618.406441555107,4.704168215428422,,,
1793,7925459.409920575,30411.39654687651,4.704168131300836,,,
1794,8015888.715404003,31243.394828846296,4.7041680383254825,,,
1795,8106638.020887431,32115.385340320667,4.704167935571834,,,
1796,8198000.0,33028.375546300194,4.704167822011501,,,
1797,8289974.652741713,33983.39666742722,4.704167696507936,,,
1798,8382561.979112571,34981.50402153014,4.704167557805062,,,
1799,8475761.979112571,36023.77736295309,4.704167404514699,,,
1800,8620000.0,37111.32121931684,4.704167235102671,,,
1801,8671000.0,38245.26522531349,4.704167047873454,,,
1802,8731000.0,39426.764453179225,4.704166840953204,,,
1803,8832000.0,40656.99973947098,4.704166612271004,,,
1804,8945000.0,41937.17800782063,4.70416635953814,,,
1805,9092000.0,43268.53258707111,4.704166080225194,,,
1806,9232000.0,44652.32352464378,4.7041657715367275,,,
1807,9368000.0,46089.83789449014,4.704165430383308,,,
1808,9498000.0,47582.39009935409,4.7041650533505885,,,
1809,9624000.0,49131.32216677979,4.704164636665135,,,
1810,9738000.0,50738.00403854079,4.704164176156666,,,
1811,9864000.0,52403.83385290255,4.704163667216312,,,
1812,9988000.0,54130.23821938974,4.704163104750497,,,
1813,10141000.0,55918.672485458395,4.704162483129955,,,
1814,10274000.0,57770.62099468327,4.704161796133401,,,
1815,10458000.0,59687.597335972394,4.7041610368852655,,,
1816,10628000.0,61671.1445832704,4.704160197786891,,,
1817,10802000.0,63722.83552533181,4.704159270440481,,,
1818,10957000.0,65844.27288496196,4.704158245565069,,,
1819,11122000.0,68037.08952743032,4.704157112903631,,,
1820,11268000.0,70302.9486573463,4.704155861120448,,,
1821,11457000.0,72643.54400369676,4.704154477687663,,,
1822,11652000.0,75060.59999242242,4.704152948759918,,,
1823,11839000.0,77555.87190619581,4.704151259035804,,,
1824,12017000.0,80131.14603080868,4.704149391604742,,,
1825,12208000.0,82788.23978786379,4.7041473277777675,,,
1826,12374000.0,85529.001853183,4.704145046900526,,,
1827,12528000.0,88355.31226069486,4.704142526146592,,,
1828,12728000.0,91269.08249125311,4.704139740289082,,,
1829,12903000.0,94272.25554612697,4.704136661448231,,,
1830,13074000.0,97366.80600489242,4.704133258812452,,,
1831,13254000.0,100554.74006720807,4.7041294983300554,,,
1832,13394000.0,103838.09557855148,4.70412534236858,,,
1833,13565000.0,107218.94203950147,4.704120749338293,,,
1834,13760000.0,110699.3805985003,4.704115673276137,,,
1835,13921000.0,114281.54402806501,4.704110063385929,,,
1836,14100000.0,117967.59668448589,4.704103863530257,,,
1837,14261000.0,121759.73445101755,4.704097011668957,,,
1838,14416000.0,125660.18466491385,4.704089439238611,,,
1839,14594000.0,129671.20602850283,4.704081070466822,,,
1840,14769000.0,133795.08850482496,4.704071821614476,,,
1841,14937000.0,138034.15319844687,4.704061600138377,,,
1842,15073000.0,142390.75222221806,4.70405030376595,,,
1843,15264000.0,146867.26855076777,4.704037819472763,,,
1844,15455000.0,151466.11586216534,4.704024022352678,,,
1845,15648000.0,156189.73836898647,4.7040087743693935,,,
1846,15841000.0,161040.61064046386,4.703991922976928,,,
1847,16035000.0,166021.23741770216,4.703973299595338,,,
1848,16230000.0,171134.15342428113,4.7039527179265,,,
1849,16426000.0,176381.9231749942,4.703929972093221,,,
1850,16622000.0,181767.14078567232,4.703904834583211,,,
1851,16820000.0,187292.4297879313,4.703877053977503,,,
1852,17018000.0,192960.44295276332,4.703846352440811,,,
1853,17218000.0,198773.86212793787,4.70381242294898,,,
1854,17418000.0,204735.39809447373,4.703774926226097,,,
1855,17618000.0,210847.7904485828,4.703733487361005,,,
1856,17820000.0,217113.80751600818,4.703687692069854,,,
1857,18021000.0,223536.24630700194,4.7036370825678615,,,
1858,18223000.0,230117.93252092393,4.703581153009691,,,
1859,18426000.0,236861.72061102805,4.703519344453708,,,
1860,18629000.0,243770.49392115843,4.70345103930078,,,
1861,18833000.0,250847.16490772463,4.70337555515328,,,
1862,19073000.0,258094.67546200767,4.703292138034446,,,
1863,19315000.0,265515.9973499569,4.703199954902188,,,
1864,19561000.0,273114.1327887771,4.703098085384805,,,
1865,19810000.0,280892.1151819256,4.702985512658838,,,
1866,20062000.0,288853.0100373029,4.702861113381313,,,
1867,20317000.0,296999.9160961724,4.702723646579969,,,
1868,20575000.0,305335.96670396545,4.702571741395584,,,
1869,20837000.0,313864.3314583641,4.702403883560209,,,
1870,21102000.0,322588.2181739543,4.702218400483861,,,
1871,21376000.0,331510.8752080468,4.702013444810082,,,
1872,21669000.0,340635.59419781755,4.701786976287518,,,
1873,21966000.0,349965.7132648271,4.701536741790428,,,
1874,22266000.0,359504.6207503111,4.701260253305644,,,
1875,22571000.0,369255.7595521301,4.700954763686965,,,
1876,22880000.0,379222.63214297575,4.700617239960316,,,
1877,23194000.0,389408.8063592936,4.700244333944127,,,
1878,23511000.0,399817.9220608981,4.699832349929454,,,
1879,23833000.0,410453.6987736307,4.699377209143321,,,
1880,24159000.0,421319.94444048195,4.698874410696781,,,
1881,24474000.0,432420.5654216932,4.698318988696425,,,
1882,24797000.0,443759.5779007656,4.6977054651747325,,,
1883,25013000.0,455341.12087181176,4.697027798471118,,,
1884,25292000.0,467169.4709034981,4.696279326672164,,,
1885,25574000.0,479249.05889758596,4.695452705697004,,,
1886,25859000.0,491584.48908451456,4.69453984159278,,,
1887,26148000.0,504180.56052524806,4.693531816586545,,,
1888,26440000.0,517042.29141840676,4.692418808425177,,,
1889,26735000.0,530174.9465436604,4.691190002525139,,,
1890,27003000.0,543584.0682075442,4.689833496451377,,,
1891,27304000.0,557275.5110950945,4.688336196251302,,,
1892,27618000.0,571255.4814719002,4.686683704188738,,,
1893,27936000.0,585530.5812235153,4.684860197457063,,,
1894,28257000.0,600107.8572657361,4.6828482975048065,,,
1895,28582000.0,614994.8569062577,4.680628929685449,,,
1896,28911000.0,630199.6897882168,4.678181173051873,,,
1897,29344000.0,645631.6077107314,4.675482100261696,,,
1898,29580000.0,661341.207086409,4.672506607750331,,,
1899,29921000.0,677388.3380105771,4.669227236573192,,,
1900,30253000.0,693783.8035193346,4.66561398462734,,,
1901,30594000.0,710539.3879003763,4.661634111347459,,,
1902,30907000.0,727667.9725279191,4.6572519364442,,,
1903,31202000.0,745183.663739515,4.652428634828173,,,
1904,31522000.0,763101.9336336193,4.647122030554595,,,
1905,31844000.0,781439.774638608,4.641286393446095,,,
1906,32171000.0,800215.8686428091,4.634872243018044,,,
1907,32653000.0,819450.7713751999,4.627826165453631,,,
1908,32834000.0,839167.1125731232,4.620090650662788,,,
1909,33170000.0,859389.8122578782,4.611603957912197,,,
1910,33382000.0,880146.3131442548,4.6023000201268,,,
1911,33704000.0,901466.8288209107,4.592108398718172,,,
1912,33852000.0,923384.6068354924,4.5809543026573,,,
1913,34055000.0,945936.2051812846,4.568758687423321,,,
1914,34444000.0,969161.779890808,4.555438451343449,,,
1915,34818000.0,993105.3804709361,4.540906748578667,,,
1916,34830000.0,1017815.2487461597,4.525073439452887,,,
1917,34831000.0,1043344.1152902847,4.5078456997767855,,,
1918,34805000.0,1069749.4860103775,4.489128811043514,,,
1919,34634000.0,1097093.9095932986,4.468827152591685,,,
1920,34968000.0,1125445.2144467765,4.446845414725026,,,
1921,35274000.0,1154876.7014836785,4.42309004800992,,,
1922,35519000.0,1185467.2766682731,4.39747095820585,,,
1923,35745000.0,1217301.5047421413,4.369903448220611,,,
1924,36065000.0,1250469.5631020656,4.340310397907588,,,
1925,36198000.0,1285067.0725763992,4.308624659364413,,,
1926,36383000.0,1321194.780061975,4.274791629788636,,,
1927,36562000.0,1358958.0669129053,4.238771946312879,,,
1928,36796000.0,1398466.2569436622,4.200544228334939,,,
1929,36923000.0,1439831.6992902528,4.160107773812579,,,
1930,37172000.0,1483168.604560325,4.117485098324481,,,
1931,37395000.0,1528591.6180812174,4.072724191253886,,,
1932,37619000.0,1576214.1219646635,4.025900354284712,,,
1933,37782000.0,1626146.2683683748,3.9771174855829456,,,
1934,37913000.0,1678492.759801707,3.9265086803959597,,,
1935,38107000.0,1733350.4083876095,3.8742360366187945,,,
1936,38322000.0,1790805.5241231194,3.8204895825739325,,,
1937,38552000.0,1850931.201474691,3.765485283144477,,,
1938,38749000.0,1913784.5927933932,3.7094621275521487,,,
1939,38973000.0,1979404.27437907,3.652678354314893,,,
1940,39339000.0,2047807.8246287992,3.5954069220822173,,,
1941,39145000.0,2118989.7415550514,3.5379303843702274,,,
1942,39371000.0,2192919.8271744847,3.4805353669238146,,,
1943,39803000.0,2269542.1573998705,3.4235068743564896,,,
1944,40000000.0,2348774.7373830546,3.3671226649006396,,,
1945,40214000.0,2430509.9139788765,3.3116479272276216,,,
1946,40227000.0,2514615.5804546713,3.2573304718959104,,,
1947,40549000.0,2600937.1661825404,3.204396614346347,,,
1948,40950000.0,2689300.3591575515,3.153047880195857,,,
1949,41214000.0,2779514.465698321,3.1034586114761797,,,
1950,41421000.0,2871376.2736120657,3.055774499265797,,,
1951,41228000.0,2964674.2560245944,3.0101120183586096,,,
1952,41367000.0,3059192.9356661453,2.966558696841714,,,
1953,41515000.0,3154717.225064455,2.925174120199218,,,
1954,41673000.0,3251036.566815597,2.885991547036673,,,
1955,41838000.0,3347948.7184815034,2.849020001759833,,,
1956,42059000.0,3445263.0561832837,2.8142467075955935,,,
1957,42296000.0,3542803.3063907516,2.7816397295828157,,,
1958,42494000.0,3640409.653237696,2.7511507095850996,,,
1959,42763000.0,3737940.205612464,2.722717591896355,,,
1960,43146000.0,3835271.841491386,2.69626725666825,,,
1961,43566000.0,3932300.4744966044,2.6717179975175087,,,
1962,44006000.0,4028940.808310234,2.6489817979685553,,,
1963,44311000.0,4125125.658033706,2.627966377936606,,,
1964,44648000.0,4220804.924204836,2.6085769957018865,,,
1965,44979000.0,4315944.305841064,2.590718002517486,,,
1966,45265000.0,4410523.834737263,2.574294156121403,,,
1967,45562000.0,4504536.305602734,2.559211706148319,,,
1968,45791000.0,4597985.666736606,2.545379269027508,,,
1969,46014000.0,4690885.424937682,2.5327085127349425,,,
1970,46167000.0,4783257.107148852,2.52111467308069,,,
1971,46411850.0,4875128.8106447635,2.5105169233851043,,,
1972,46571950.0,4966533.86387003,2.5008386187261697,,,
1973,46686100.0,5057509.611602361,2.4920074346823164,,,
1974,46682850.0,5148096.331080477,2.4839554188625845,,,
1975,46674200.0,5238336.280098497,2.4766189716785845,,,
1976,46659950.0,5328272.873742602,2.4699387708999585,,,
1977,46639900.0,5417949.983302597,2.463859652642269,,,
1978,46638100.0,5507411.348747215,2.4583304596296403,,,
1979,46698050.0,5596700.094858091,2.4533038658970145,,,
1980,46787100.0,5685858.340481108,2.448736185573269,,,
1981,46820902.5,5774926.89023987,2.4445871720276147,,,
1982,46777168.5,5863944.998319073,2.4408198124687335,,,
1983,46813846.5,5952950.194456403,2.4374001220531687,,,
1984,46912222.0,6041978.162985714,2.434296940676208,,,
1985,47057179.5,6131062.666577293,2.431481734872082,,,
1986,47187821.5,6220235.507171755,2.428928406626518,,,
1987,47300209.5,6309526.517453151,2.4266131103891815,,,
1988,47412171.0,6398963.577027092,2.4245140791523476,,,
1989,47552825.5,6488572.6482509235,2.422611460122043,,,
1990,47699058.0,6578377.827372201,2.4208871602369073,,,
1991,47875017.5,6668401.407287473,2.419324701577301,,,
1992,47997986.5,6758663.948811351,2.417909086543069,,,
1993,48102159.5,6849184.35786276,2.4166266725545538,,,
1994,48228890.5,6939979.9664248945,2.415465055940705,,,
1995,48383230.5,7031066.615528297,2.4144129646141494,,,
1996,48519064.5,7122458.738839308,2.413460159090822,,,
1997,48664888.5,7214169.445727787,2.412597341386599,,,
1998,48820791.5,7306210.6029255595,2.4118160713118018,,,
1999,49032936.0,7398592.914096142,2.4111086896833247,,,
2000,49233155.5,7491325.996803872,2.410468247981006,,,
2001,49449873.0,7584418.456512157,2.4098884439876906,,,
2002,49679133.5,7677877.957357997,2.4093635629695433,,,
2003,49925758.5,7771711.289541169,2.4088884239732304,,,
2004,50194800.0,7865924.4332479695,2.4084583308386165,,,
2005,50606017.0,7960522.619083243,2.4080690275486787,,,
2006,50965093.0,8055510.385040564,2.4077166575618767,,,
2007,51381046.5,8150891.630068694,2.407397726795679,,,
2008,51815926.5,8246669.664329252,2.4071090699530093,,,
2009,52196190.5,8342847.256255162,2.406847819905694,,,
2010,52642226.0,8439426.67653715,2.4066113798704842,,,
2011,53107084.5,8536409.739175571,2.406397398133633,,,
2012,53500406.0,8633797.839739777,2.40620374509935,,,
2013,53892343.0,8731591.99098065,2.4060284924556385,,,
2014,54343659.5,8829792.855943693,2.4058698942680325,,,
2015,54797338.0,8928400.778725252,2.405726369827644,,,
2016,55254017.0,9027415.813015508,2.4055964880946563,,,
2017,55619548.0,9126837.748563847,2.405478953592071,,,
2018,55924528.0,9226666.135701256,2.4053725936171433,,,
2019,56230056.0,9326900.30804425,2.4052763466495706,,,
2020,56325961.0,9427539.40350371,2.405189251846198,,,
2021,56554891.0,9528582.38371259,2.405110439521851,,,
2022,57106398.0,9630028.05198077,2.405039122524899,,,
2023,57364306.15048608,9731875.06988158,2.4049745884244285,,,
2024,57867501.81847279,9834121.972564343,2.4049161924334275,,,
2025,58370697.48645951,9936767.182885708,2.4048633509993067,,,
2026,58873893.15444624,10039809.024443375,2.4048155359993433,,,
2027,59209356.93310404,10143245.73359146,2.404772269484402,,,
2028,59544820.711761855,10247075.470513213,2.4047331189194874,,,
2029,59880284.49041968,10351296.329419373,2.4046976928744757,,,
2030,60131882.32441303,10455906.347934764,2.4046656371226605,,,
2031,60467346.10307084,10560903.5157368,2.4046366311087293,,,
2032,60718943.93706421,10666285.782497907,2.4046103847513445,,,
2033,60970541.77105757,10772051.065185798,2.4045866355487613,,,
2034,61222139.60505093,10878197.254769126,2.4045651459588626,,,
2035,61557603.383708745,10984722.2223712,2.4045457010276943,,,
2036,61809201.217702106,11091623.82491665,2.4045281062429877,,,
2037,62060799.05169546,11198899.910304984,2.404512185591393,,,
2038,62312396.88568881,11306548.322150245,2.4044977798001375,,,
2039,62563994.71968217,11414566.904115554,2.4044847447456332,,,
2040,62815592.55367554,11522953.50387719,2.404472950013224,,,
2041,62983324.443004444,11631705.97674263,2.4044622775937388,,,
2042,63234922.276997805,11740822.188949466,2.404452620703882,,,
2043,63486520.110991165,11850300.020671371,2.404443882718705,,,
2044,63738117.944984525,11960137.368748711,2.4044359762055345,,,
2045,63989715.77897788,12070332.149168793,2.4044288220497205,,,
2046,64241313.61297124,12180882.299313039,2.4044223486634855,,,
2047,64492911.4469646,12291785.779986579,2.4044164912699935,,,
2048,64744509.28095796,12403040.577250289,2.4044111912554764,,,
2049,64996107.11495132,12514644.704066955,2.404406395582972,,,
2050,65247704.94894468,12626596.201776769,2.4044020562618096,,,
